    163.75,    164.25,    160.56,    162.08,    159.67,29468500.00
    162.71,    162.99,    160.52,    161.91,    159.50,21651700.00
    162.09,    162.24,    160.36,    161.26,    158.86,21928500.00
    160.86,    161.15,    158.53,    158.63,    156.27,28611500.00
    160.50,    162.05,    159.89,    161.50,    159.09,31580800.00
    162.61,    163.96,    158.77,    160.86,    158.46,71714000.00
    159.87,    159.96,    157.91,    159.65,    157.27,44907400.00
    158.99,    159.40,    158.09,    158.28,    155.92,23760700.00
    158.47,    160.97,    158.00,    159.88,    157.50,49114600.00
    160.11,    160.50,    158.00,    158.67,    156.31,28269400.00
    159.51,    159.77,    158.44,    158.73,    156.37,20810600.00
    157.90,    158.26,    153.83,    156.07,    153.75,52951400.00
    155.80,    155.80,    152.75,    153.39,    151.11,37511700.00
    151.54,    152.27,    150.56,    151.89,    149.63,46645400.00
    149.99,    151.83,    149.16,    150.55,    148.31,44387300.00
    151.78,    153.92,    151.69,    153.14,    150.86,36660000.00
    153.80,    154.72,    153.54,    154.23,    151.93,25504200.00
    153.89,    154.28,    152.70,    153.28,    151.00,22005500.00
    153.21,    154.13,    152.00,    154.12,    151.82,26299800.00
    154.26,    154.45,    152.72,    153.81,    151.52,18698800.00
    154.01,    155.09,    153.91,    154.48,    152.18,16230300.00
    153.63,    153.86,    152.46,    153.48,    151.19,20163800.00
    154.18,    155.44,    154.05,    155.39,    153.08,21283800.00
    154.97,    155.49,    154.56,    155.30,    152.99,17407600.00
    155.81,    156.73,    155.49,    155.84,    153.52,16262900.00
    156.06,    158.00,    155.10,    155.90,    153.58,15617000.00
    155.97,    156.98,    155.75,    156.55,    154.22,16905600.00
    156.35,    157.37,    155.73,    156.00,    153.68,16125100.00
    156.73,    157.28,    156.41,    156.99,    154.65,16394200.00
    157.90,    160.00,    157.65,    159.88,    157.50,24121500.00
    159.78,    160.87,    159.23,    160.47,    158.08,18997300.00
    160.42,    160.71,    159.60,    159.76,    157.38,16374200.00
